m,TagName,
"2017-12-01 00:00:00","php","9063"
"2017-12-01 00:00:00","prolog","133"
"2017-12-01 00:00:00","python","14867"
"2017-12-01 00:00:00","r","3709"
"2017-12-01 00:00:00","ruby","1014"
"2017-12-01 00:00:00","rust","244"
"2017-12-01 00:00:00","scala","870"
"2017-12-01 00:00:00","sql","3728"
"2017-12-01 00:00:00","typescript","1741"
"2018-01-01 00:00:00","ada","19"
"2018-01-01 00:00:00","assembly","252"
"2018-01-01 00:00:00","awk","259"
"2018-01-01 00:00:00","bash","1247"
"2018-01-01 00:00:00","basic","4"
"2018-01-01 00:00:00","c","2206"
"2018-01-01 00:00:00","c#","9343"
"2018-01-01 00:00:00","c++","4732"
"2018-01-01 00:00:00","clojure","101"
"2018-01-01 00:00:00","cobol","6"
"2018-01-01 00:00:00","coffeescript","16"
"2018-01-01 00:00:00","curl","315"
"2018-01-01 00:00:00","delphi","195"
"2018-01-01 00:00:00","fortran","85"
"2018-01-01 00:00:00","go","540"
"2018-01-01 00:00:00","groovy","250"
"2018-01-01 00:00:00","haskell","348"
"2018-01-01 00:00:00","java","12308"
"2018-01-01 00:00:00","javascript","18827"
"2018-01-01 00:00:00","julia","94"
"2018-01-01 00:00:00","kotlin","652"
"2018-01-01 00:00:00","matlab","572"
"2018-01-01 00:00:00","objective-c","660"
"2018-01-01 00:00:00","pascal","21"
"2018-01-01 00:00:00","perl","245"
"2018-01-01 00:00:00","php","10048"
"2018-01-01 00:00:00","prolog","63"
"2018-01-01 00:00:00","python","16176"
"2018-01-01 00:00:00","r","4193"
"2018-01-01 00:00:00","ruby","1159"
"2018-01-01 00:00:00","rust","201"
"2018-01-01 00:00:00","scala","1038"
"2018-01-01 00:00:00","sql","4232"
"2018-01-01 00:00:00","typescript","1959"
"2018-02-01 00:00:00","ada","10"
"2018-02-01 00:00:00","assembly","281"
"2018-02-01 00:00:00","awk","289"
"2018-02-01 00:00:00","bash","1178"
"2018-02-01 00:00:00","basic","9"
"2018-02-01 00:00:00","c","2137"
"2018-02-01 00:00:00","c#","8551"
"2018-02-01 00:00:00","c++","4559"
"2018-02-01 00:00:00","clojure","94"
"2018-02-01 00:00:00","cobol","3"
"2018-02-01 00:00:00","coffeescript","14"
"2018-02-01 00:00:00","curl","295"
"2018-02-01 00:00:00","delphi","212"
"2018-02-01 00:00:00","fortran","90"
"2018-02-01 00:00:00","go","581"
"2018-02-01 00:00:00","groovy","218"
"2018-02-01 00:00:00","haskell","334"
"2018-02-01 00:00:00","java","11997"
"2018-02-01 00:00:00","javascript","17178"
"2018-02-01 00:00:00","julia","85"
"2018-02-01 00:00:00","kotlin","642"
"2018-02-01 00:00:00","matlab","530"
"2018-02-01 00:00:00","objective-c","587"
"2018-02-01 00:00:00","pascal","13"
"2018-02-01 00:00:00","perl","230"
"2018-02-01 00:00:00","php","9083"
"2018-02-01 00:00:00","prolog","72"
"2018-02-01 00:00:00","python","16250"
"2018-02-01 00:00:00","r","4492"
"2018-02-01 00:00:00","ruby","1028"
"2018-02-01 00:00:00","rust","201"
"2018-02-01 00:00:00","scala","987"
"2018-02-01 00:00:00","sql","4114"
"2018-02-01 00:00:00","typescript","1969"
"2018-03-01 00:00:00","ada","11"
"2018-03-01 00:00:00","assembly","317"
"2018-03-01 00:00:00","awk","277"
"2018-03-01 00:00:00","bash","1246"
"2018-03-01 00:00:00","basic","14"
"2018-03-01 00:00:00","c","2457"
"2018-03-01 00:00:00","c#","9752"
"2018-03-01 00:00:00","c++","5163"
"2018-03-01 00:00:00","clojure","105"
"2018-03-01 00:00:00","cobol","14"
"2018-03-01 00:00:00","coffeescript","13"
"2018-03-01 00:00:00","curl","318"
"2018-03-01 00:00:00","delphi","218"
"2018-03-01 00:00:00","fortran","106"
"2018-03-01 00:00:00","go","601"
"2018-03-01 00:00:00","groovy","232"
"2018-03-01 00:00:00","haskell","441"
"2018-03-01 00:00:00","java","13511"
"2018-03-01 00:00:00","javascript","19079"
"2018-03-01 00:00:00","julia","79"
"2018-03-01 00:00:00","kotlin","800"
"2018-03-01 00:00:00","matlab","560"
"2018-03-01 00:00:00","objective-c","594"
"2018-03-01 00:00:00","pascal","9"
"2018-03-01 00:00:00","perl","287"
"2018-03-01 00:00:00","php","9787"
"2018-03-01 00:00:00","prolog","97"
"2018-03-01 00:00:00","python","17847"
"2018-03-01 00:00:00","r","5091"
"2018-03-01 00:00:00","ruby","1059"
"2018-03-01 00:00:00","rust","258"
"2018-03-01 00:00:00","scala","1159"
"2018-03-01 00:00:00","sql","4758"
"2018-03-01 00:00:00","typescript","2230"
"2018-04-01 00:00:00","ada","20"
"2018-04-01 00:00:00","assembly","320"
"2018-04-01 00:00:00","awk","261"
"2018-04-01 00:00:00","bash","1163"
"2018-04-01 00:00:00","basic","8"
"2018-04-01 00:00:00","c","2175"
"2018-04-01 00:00:00","c#","9203"
"2018-04-01 00:00:00","c++","4647"
"2018-04-01 00:00:00","clojure","82"
"2018-04-01 00:00:00","cobol","10"
"2018-04-01 00:00:00","coffeescript","22"
"2018-04-01 00:00:00","curl","293"
"2018-04-01 00:00:00","delphi","202"
"2018-04-01 00:00:00","fortran","84"
"2018-04-01 00:00:00","go","616"
"2018-04-01 00:00:00","groovy","237"
"2018-04-01 00:00:00","haskell","383"
"2018-04-01 00:00:00","java","13440"
"2018-04-01 00:00:00","javascript","17904"
"2018-04-01 00:00:00","julia","97"
"2018-04-01 00:00:00","kotlin","775"
"2018-04-01 00:00:00","matlab","602"
"2018-04-01 00:00:00","objective-c","554"
"2018-04-01 00:00:00","pascal","14"
"2018-04-01 00:00:00","perl","252"
"2018-04-01 00:00:00","php","8890"
"2018-04-01 00:00:00","prolog","130"
"2018-04-01 00:00:00","python","16907"
"2018-04-01 00:00:00","r","4719"
"2018-04-01 00:00:00","ruby","984"
"2018-04-01 00:00:00","rust","203"
"2018-04-01 00:00:00","scala","1133"
"2018-04-01 00:00:00","sql","4742"
"2018-04-01 00:00:00","typescript","2096"
"2018-05-01 00:00:00","ada","22"
"2018-05-01 00:00:00","assembly","296"
"2018-05-01 00:00:00","awk","278"
"2018-05-01 00:00:00","bash","1093"
"2018-05-01 00:00:00","basic","8"
"2018-05-01 00:00:00","c","2355"
"2018-05-01 00:00:00","c#","9895"
"2018-05-01 00:00:00","c++","4676"
"2018-05-01 00:00:00","clojure","93"
"2018-05-01 00:00:00","cobol","14"
"2018-05-01 00:00:00","coffeescript","27"
"2018-05-01 00:00:00","curl","300"
"2018-05-01 00:00:00","delphi","193"
"2018-05-01 00:00:00","fortran","98"
"2018-05-01 00:00:00","go","628"
"2018-05-01 00:00:00","groovy","245"
"2018-05-01 00:00:00","haskell","330"
"2018-05-01 00:00:00","java","13424"
"2018-05-01 00:00:00","javascript","18014"
"2018-05-01 00:00:00","julia","74"
"2018-05-01 00:00:00","kotlin","821"
"2018-05-01 00:00:00","matlab","526"
"2018-05-01 00:00:00","objective-c","583"
"2018-05-01 00:00:00","pascal","24"
"2018-05-01 00:00:00","perl","242"
"2018-05-01 00:00:00","php","9418"
"2018-05-01 00:00:00","prolog","115"
"2018-05-01 00:00:00","python","17514"
"2018-05-01 00:00:00","r","4724"
"2018-05-01 00:00:00","ruby","1032"
"2018-05-01 00:00:00","rust","236"
"2018-05-01 00:00:00","scala","1104"
"2018-05-01 00:00:00","sql","4796"
"2018-05-01 00:00:00","typescript","2123"
"2018-06-01 00:00:00","ada","19"
"2018-06-01 00:00:00","assembly","202"
"2018-06-01 00:00:00","awk","220"
"2018-06-01 00:00:00","bash","1036"
"2018-06-01 00:00:00","basic","3"
"2018-06-01 00:00:00","c","1828"
"2018-06-01 00:00:00","c#","8757"
"2018-06-01 00:00:00","c++","4081"
"2018-06-01 00:00:00","clojure","58"
"2018-06-01 00:00:00","cobol","8"
"2018-06-01 00:00:00","coffeescript","21"
"2018-06-01 00:00:00","curl","272"
"2018-06-01 00:00:00","delphi","186"
"2018-06-01 00:00:00","fortran","112"
"2018-06-01 00:00:00","go","671"
"2018-06-01 00:00:00","groovy","212"
"2018-06-01 00:00:00","haskell","308"
"2018-06-01 00:00:00","java","11753"
"2018-06-01 00:00:00","javascript","17134"
"2018-06-01 00:00:00","julia","107"
"2018-06-01 00:00:00","kotlin","777"
"2018-06-01 00:00:00","matlab","453"
"2018-06-01 00:00:00","objective-c","482"
"2018-06-01 00:00:00","pascal","6"
"2018-06-01 00:00:00","perl","238"
"2018-06-01 00:00:00","php","8390"
"2018-06-01 00:00:00","prolog","93"
"2018-06-01 00:00:00","python","16749"
"2018-06-01 00:00:00","r","4474"
"2018-06-01 00:00:00","ruby","988"
"2018-06-01 00:00:00","rust","213"
"2018-06-01 00:00:00","scala","953"
"2018-06-01 00:00:00","sql","4448"
"2018-06-01 00:00:00","typescript","2104"
"2018-07-01 00:00:00","ada","14"
"2018-07-01 00:00:00","assembly","181"
"2018-07-01 00:00:00","awk","160"
"2018-07-01 00:00:00","bash","1034"
"2018-07-01 00:00:00","basic","4"
"2018-07-01 00:00:00","c","1593"
"2018-07-01 00:00:00","c#","9374"
"2018-07-01 00:00:00","c++","3898"
"2018-07-01 00:00:00","clojure","55"
"2018-07-01 00:00:00","cobol","10"
"2018-07-01 00:00:00","coffeescript","12"
"2018-07-01 00:00:00","curl","297"
"2018-07-01 00:00:00","delphi","206"
"2018-07-01 00:00:00","fortran","91"
"2018-07-01 00:00:00","go","685"
"2018-07-01 00:00:00","groovy","198"
"2018-07-01 00:00:00","haskell","277"
"2018-07-01 00:00:00","java","11698"
"2018-07-01 00:00:00","javascript","17754"
"2018-07-01 00:00:00","julia","64"
"2018-07-01 00:00:00","kotlin","890"
"2018-07-01 00:00:00","matlab","458"
"2018-07-01 00:00:00","objective-c","508"
"2018-07-01 00:00:00","pascal","12"
"2018-07-01 00:00:00","perl","245"
"2018-07-01 00:00:00","php","8515"
"2018-07-01 00:00:00","prolog","39"
"2018-07-01 00:00:00","python","17884"
"2018-07-01 00:00:00","r","4398"
"2018-07-01 00:00:00","ruby","939"
"2018-07-01 00:00:00","rust","227"
"2018-07-01 00:00:00","scala","929"
"2018-07-01 00:00:00","sql","4591"
"2018-07-01 00:00:00","typescript","2188"
"2018-08-01 00:00:00","ada","18"
"2018-08-01 00:00:00","assembly","176"
"2018-08-01 00:00:00","awk","218"
"2018-08-01 00:00:00","bash","1009"
"2018-08-01 00:00:00","basic","7"
"2018-08-01 00:00:00","c","1672"
"2018-08-01 00:00:00","c#","9447"
"2018-08-01 00:00:00","c++","3888"
"2018-08-01 00:00:00","clojure","67"
"2018-08-01 00:00:00","cobol","17"
"2018-08-01 00:00:00","coffeescript","16"
"2018-08-01 00:00:00","curl","266"
"2018-08-01 00:00:00","delphi","204"
"2018-08-01 00:00:00","fortran","80"
"2018-08-01 00:00:00","go","703"
"2018-08-01 00:00:00","groovy","252"
"2018-08-01 00:00:00","haskell","273"
"2018-08-01 00:00:00","java","11266"
"2018-08-01 00:00:00","javascript","17797"
"2018-08-01 00:00:00","julia","151"
"2018-08-01 00:00:00","kotlin","933"
"2018-08-01 00:00:00","matlab","402"
"2018-08-01 00:00:00","objective-c","470"
"2018-08-01 00:00:00","pascal","5"
"2018-08-01 00:00:00","perl","227"
"2018-08-01 00:00:00","php","8452"
"2018-08-01 00:00:00","prolog","53"
"2018-08-01 00:00:00","python","17690"
"2018-08-01 00:00:00","r","4095"
"2018-08-01 00:00:00","ruby","874"
"2018-08-01 00:00:00","rust","214"
"2018-08-01 00:00:00","scala","844"
"2018-08-01 00:00:00","sql","4462"
"2018-08-01 00:00:00","typescript","2327"
"2018-09-01 00:00:00","ada","12"
"2018-09-01 00:00:00","assembly","256"
"2018-09-01 00:00:00","awk","193"
"2018-09-01 00:00:00","bash","1035"
"2018-09-01 00:00:00","basic","3"
"2018-09-01 00:00:00","c","1827"
"2018-09-01 00:00:00","c#","8333"
"2018-09-01 00:00:00","c++","3723"
"2018-09-01 00:00:00","clojure","85"
"2018-09-01 00:00:00","cobol","16"
"2018-09-01 00:00:00","coffeescript","17"
"2018-09-01 00:00:00","curl","269"
"2018-09-01 00:00:00","delphi","181"
"2018-09-01 00:00:00","fortran","66"
"2018-09-01 00:00:00","go","670"
"2018-09-01 00:00:00","groovy","207"
"2018-09-01 00:00:00","haskell","295"
"2018-09-01 00:00:00","java","10679"
"2018-09-01 00:00:00","javascript","15962"
"2018-09-01 00:00:00","julia","146"
"2018-09-01 00:00:00","kotlin","855"
"2018-09-01 00:00:00","matlab","427"
"2018-09-01 00:00:00","objective-c","410"
"2018-09-01 00:00:00","pascal","14"
"2018-09-01 00:00:00","perl","204"
"2018-09-01 00:00:00","php","7637"
"2018-09-01 00:00:00","prolog","42"
"2018-09-01 00:00:00","python","15966"
"2018-09-01 00:00:00","r","3741"
"2018-09-01 00:00:00","ruby","774"
"2018-09-01 00:00:00","rust","218"
"2018-09-01 00:00:00","scala","834"
"2018-09-01 00:00:00","sql","3821"
"2018-09-01 00:00:00","typescript","2156"
"2018-10-01 00:00:00","ada","19"
"2018-10-01 00:00:00","assembly","319"
"2018-10-01 00:00:00","awk","242"
"2018-10-01 00:00:00","bash","1099"
"2018-10-01 00:00:00","basic","12"
"2018-10-01 00:00:00","c","2433"
"2018-10-01 00:00:00","c#","9306"
"2018-10-01 00:00:00","c++","4288"
"2018-10-01 00:00:00","clojure","80"
"2018-10-01 00:00:00","cobol","9"
"2018-10-01 00:00:00","coffeescript","16"
"2018-10-01 00:00:00","curl","292"
"2018-10-01 00:00:00","delphi","221"
"2018-10-01 00:00:00","fortran","70"
"2018-10-01 00:00:00","go","788"
"2018-10-01 00:00:00","groovy","206"
"2018-10-01 00:00:00","haskell","359"
"2018-10-01 00:00:00","java","12454"
"2018-10-01 00:00:00","javascript","17338"
"2018-10-01 00:00:00","julia","131"
"2018-10-01 00:00:00","kotlin","1054"
"2018-10-01 00:00:00","matlab","513"
"2018-10-01 00:00:00","objective-c","415"
"2018-10-01 00:00:00","pascal","14"
"2018-10-01 00:00:00","perl","277"
"2018-10-01 00:00:00","php","8104"
"2018-10-01 00:00:00","prolog","90"
"2018-10-01 00:00:00","python","18093"
"2018-10-01 00:00:00","r","4339"
"2018-10-01 00:00:00","ruby","894"
"2018-10-01 00:00:00","rust","218"
"2018-10-01 00:00:00","scala","877"
"2018-10-01 00:00:00","sql","4435"
"2018-10-01 00:00:00","typescript","2376"
"2018-11-01 00:00:00","ada","12"
"2018-11-01 00:00:00","assembly","301"
"2018-11-01 00:00:00","awk","230"
"2018-11-01 00:00:00","bash","1060"
"2018-11-01 00:00:00","basic","11"
"2018-11-01 00:00:00","c","2513"
"2018-11-01 00:00:00","c#","8444"
"2018-11-01 00:00:00","c++","4327"
"2018-11-01 00:00:00","clojure","80"
"2018-11-01 00:00:00","cobol","9"
"2018-11-01 00:00:00","coffeescript","13"
"2018-11-01 00:00:00","curl","264"
"2018-11-01 00:00:00","delphi","179"
"2018-11-01 00:00:00","fortran","66"
"2018-11-01 00:00:00","go","716"
"2018-11-01 00:00:00","groovy","198"
"2018-11-01 00:00:00","haskell","342"
"2018-11-01 00:00:00","java","11654"
"2018-11-01 00:00:00","javascript","16120"
"2018-11-01 00:00:00","julia","99"
"2018-11-01 00:00:00","kotlin","989"
"2018-11-01 00:00:00","matlab","494"
"2018-11-01 00:00:00","objective-c","338"
"2018-11-01 00:00:00","pascal","14"
"2018-11-01 00:00:00","perl","234"
"2018-11-01 00:00:00","php","7047"
"2018-11-01 00:00:00","prolog","97"
"2018-11-01 00:00:00","python","17943"
"2018-11-01 00:00:00","r","4213"
"2018-11-01 00:00:00","ruby","833"
"2018-11-01 00:00:00","rust","230"
"2018-11-01 00:00:00","scala","803"
"2018-11-01 00:00:00","sql","4175"
"2018-11-01 00:00:00","typescript","2076"
"2018-12-01 00:00:00","ada","16"
"2018-12-01 00:00:00","assembly","218"
"2018-12-01 00:00:00","awk","186"
"2018-12-01 00:00:00","bash","873"
"2018-12-01 00:00:00","basic","2"
"2018-12-01 00:00:00","c","2183"
"2018-12-01 00:00:00","c#","7511"
"2018-12-01 00:00:00","c++","3541"
"2018-12-01 00:00:00","clojure","76"
"2018-12-01 00:00:00","cobol","12"
"2018-12-01 00:00:00","coffeescript","8"
"2018-12-01 00:00:00","curl","228"
"2018-12-01 00:00:00","delphi","173"
"2018-12-01 00:00:00","fortran","73"
"2018-12-01 00:00:00","go","656"
"2018-12-01 00:00:00","groovy","152"
"2018-12-01 00:00:00","haskell","320"
"2018-12-01 00:00:00","java","10396"
"2018-12-01 00:00:00","javascript","14213"
"2018-12-01 00:00:00","julia","75"
"2018-12-01 00:00:00","kotlin","875"
"2018-12-01 00:00:00","matlab","417"
"2018-12-01 00:00:00","objective-c","271"
"2018-12-01 00:00:00","pascal","7"
"2018-12-01 00:00:00","perl","217"
"2018-12-01 00:00:00","php","6189"
"2018-12-01 00:00:00","prolog","120"
"2018-12-01 00:00:00","python","15665"
"2018-12-01 00:00:00","r","3389"
"2018-12-01 00:00:00","ruby","806"
"2018-12-01 00:00:00","rust","235"
"2018-12-01 00:00:00","scala","758"
"2018-12-01 00:00:00","sql","3589"
"2018-12-01 00:00:00","typescript","1965"
"2019-01-01 00:00:00","ada","14"
"2019-01-01 00:00:00","assembly","219"
"2019-01-01 00:00:00","awk","214"
"2019-01-01 00:00:00","bash","1030"
"2019-01-01 00:00:00","basic","9"
"2019-01-01 00:00:00","c","2270"
"2019-01-01 00:00:00","c#","8717"
"2019-01-01 00:00:00","c++","3893"
"2019-01-01 00:00:00","clojure","68"
"2019-01-01 00:00:00","cobol","16"
"2019-01-01 00:00:00","coffeescript","14"
"2019-01-01 00:00:00","curl","232"
"2019-01-01 00:00:00","delphi","213"
"2019-01-01 00:00:00","fortran","90"
"2019-01-01 00:00:00","go","651"
"2019-01-01 00:00:00","groovy","201"
"2019-01-01 00:00:00","haskell","292"
"2019-01-01 00:00:00","java","10982"
"2019-01-01 00:00:00","javascript","15967"
"2019-01-01 00:00:00","julia","87"
"2019-01-01 00:00:00","kotlin","1052"
"2019-01-01 00:00:00","matlab","402"
"2019-01-01 00:00:00","objective-c","322"
"2019-01-01 00:00:00","pascal","9"
"2019-01-01 00:00:00","perl","261"
"2019-01-01 00:00:00","php","7130"
"2019-01-01 00:00:00","prolog","78"
"2019-01-01 00:00:00","python","16886"
"2019-01-01 00:00:00","r","3935"
"2019-01-01 00:00:00","ruby","915"
"2019-01-01 00:00:00","rust","318"
"2019-01-01 00:00:00","scala","775"
"2019-01-01 00:00:00","sql","4059"
"2019-01-01 00:00:00","typescript","2336"
"2019-02-01 00:00:00","ada","15"
"2019-02-01 00:00:00","assembly","223"
"2019-02-01 00:00:00","awk","223"
"2019-02-01 00:00:00","bash","1013"
"2019-02-01 00:00:00","basic","6"
"2019-02-01 00:00:00","c","2045"
"2019-02-01 00:00:00","c#","8318"
"2019-02-01 00:00:00","c++","3714"
"2019-02-01 00:00:00","clojure","58"
"2019-02-01 00:00:00","cobol","8"
"2019-02-01 00:00:00","coffeescript","8"
"2019-02-01 00:00:00","curl","251"
"2019-02-01 00:00:00","delphi","190"
"2019-02-01 00:00:00","fortran","92"
"2019-02-01 00:00:00","go","624"
"2019-02-01 00:00:00","groovy","210"
"2019-02-01 00:00:00","haskell","261"
"2019-02-01 00:00:00","java","10944"
"2019-02-01 00:00:00","javascript","15626"
"2019-02-01 00:00:00","julia","98"
"2019-02-01 00:00:00","kotlin","990"
"2019-02-01 00:00:00","matlab","352"
"2019-02-01 00:00:00","objective-c","291"
"2019-02-01 00:00:00","pascal","12"
"2019-02-01 00:00:00","perl","249"
"2019-02-01 00:00:00","php","7238"
"2019-02-01 00:00:00","prolog","68"
"2019-02-01 00:00:00","python","17476"
"2019-02-01 00:00:00","r","4236"
"2019-02-01 00:00:00","ruby","784"
"2019-02-01 00:00:00","rust","227"
"2019-02-01 00:00:00","scala","728"
"2019-02-01 00:00:00","sql","4230"
"2019-02-01 00:00:00","typescript","2400"
"2019-03-01 00:00:00","ada","28"
"2019-03-01 00:00:00","assembly","276"
"2019-03-01 00:00:00","awk","247"
"2019-03-01 00:00:00","bash","1096"
"2019-03-01 00:00:00","basic","6"
"2019-03-01 00:00:00","c","2369"
"2019-03-01 00:00:00","c#","8925"
"2019-03-01 00:00:00","c++","4407"
"2019-03-01 00:00:00","clojure","64"
"2019-03-01 00:00:00","cobol","11"
"2019-03-01 00:00:00","coffeescript","7"
"2019-03-01 00:00:00","curl","274"
"2019-03-01 00:00:00","delphi","184"
"2019-03-01 00:00:00","fortran","95"
"2019-03-01 00:00:00","go","718"
"2019-03-01 00:00:00","groovy","210"
"2019-03-01 00:00:00","haskell","301"
"2019-03-01 00:00:00","java","11983"
"2019-03-01 00:00:00","javascript","17270"
"2019-03-01 00:00:00","julia","119"
"2019-03-01 00:00:00","kotlin","1086"
"2019-03-01 00:00:00","matlab","448"
"2019-03-01 00:00:00","objective-c","302"
"2019-03-01 00:00:00","pascal","12"
"2019-03-01 00:00:00","perl","231"
"2019-03-01 00:00:00","php","7745"
"2019-03-01 00:00:00","prolog","126"
"2019-03-01 00:00:00","python","19832"
"2019-03-01 00:00:00","r","4480"
"2019-03-01 00:00:00","ruby","839"
"2019-03-01 00:00:00","rust","248"
"2019-03-01 00:00:00","scala","815"
"2019-03-01 00:00:00","sql","4618"
"2019-03-01 00:00:00","typescript","2444"
"2019-04-01 00:00:00","ada","16"
"2019-04-01 00:00:00","assembly","303"
"2019-04-01 00:00:00","awk","219"
"2019-04-01 00:00:00","bash","1091"
"2019-04-01 00:00:00","basic","3"
"2019-04-01 00:00:00","c","2419"
"2019-04-01 00:00:00","c#","9070"
"2019-04-01 00:00:00","c++","4361"
"2019-04-01 00:00:00","clojure","69"
"2019-04-01 00:00:00","cobol","6"
"2019-04-01 00:00:00","coffeescript","13"
"2019-04-01 00:00:00","curl","245"
"2019-04-01 00:00:00","delphi","203"
"2019-04-01 00:00:00","fortran","88"
"2019-04-01 00:00:00","go","647"
"2019-04-01 00:00:00","groovy","206"
"2019-04-01 00:00:00","haskell","331"
"2019-04-01 00:00:00","java","11112"
"2019-04-01 00:00:00","javascript","16106"
"2019-04-01 00:00:00","julia","99"
"2019-04-01 00:00:00","kotlin","1042"
"2019-04-01 00:00:00","matlab","482"
"2019-04-01 00:00:00","objective-c","316"
"2019-04-01 00:00:00","pascal","6"
"2019-04-01 00:00:00","perl","205"
"2019-04-01 00:00:00","php","7153"
"2019-04-01 00:00:00","prolog","105"
"2019-04-01 00:00:00","python","19760"
"2019-04-01 00:00:00","r","4591"
"2019-04-01 00:00:00","ruby","767"
"2019-04-01 00:00:00","rust","286"
"2019-04-01 00:00:00","scala","842"
"2019-04-01 00:00:00","sql","4243"
"2019-04-01 00:00:00","typescript","2446"
"2019-05-01 00:00:00","ada","18"
"2019-05-01 00:00:00","assembly","234"
"2019-05-01 00:00:00","awk","206"
"2019-05-01 00:00:00","bash","1082"
"2019-05-01 00:00:00","basic","5"
"2019-05-01 00:00:00","c","2085"
"2019-05-01 00:00:00","c#","8992"
"2019-05-01 00:00:00","c++","4111"
"2019-05-01 00:00:00","clojure","63"
"2019-05-01 00:00:00","cobol","6"
"2019-05-01 00:00:00","coffeescript","12"
"2019-05-01 00:00:00","curl","264"
"2019-05-01 00:00:00","delphi","168"
"2019-05-01 00:00:00","fortran","79"
"2019-05-01 00:00:00","go","670"
"2019-05-01 00:00:00","groovy","195"
"2019-05-01 00:00:00","haskell","288"
"2019-05-01 00:00:00","java","11026"
"2019-05-01 00:00:00","javascript","16080"
"2019-05-01 00:00:00","julia","137"
"2019-05-01 00:00:00","kotlin","1071"
"2019-05-01 00:00:00","matlab","452"
"2019-05-01 00:00:00","objective-c","274"
"2019-05-01 00:00:00","pascal","6"
"2019-05-01 00:00:00","perl","220"
"2019-05-01 00:00:00","php","6922"
"2019-05-01 00:00:00","prolog","94"
"2019-05-01 00:00:00","python","18831"
"2019-05-01 00:00:00","r","4292"
"2019-05-01 00:00:00","ruby","760"
"2019-05-01 00:00:00","rust","279"
"2019-05-01 00:00:00","scala","806"
"2019-05-01 00:00:00","sql","4115"
"2019-05-01 00:00:00","typescript","2446"
"2019-06-01 00:00:00","ada","13"
"2019-06-01 00:00:00","assembly","199"
"2019-06-01 00:00:00","awk","191"
"2019-06-01 00:00:00","bash","932"
"2019-06-01 00:00:00","basic","1"
"2019-06-01 00:00:00","c","1718"
"2019-06-01 00:00:00","c#","7568"
"2019-06-01 00:00:00","c++","3629"
"2019-06-01 00:00:00","clojure","49"
"2019-06-01 00:00:00","cobol","9"
"2019-06-01 00:00:00","coffeescript","12"
"2019-06-01 00:00:00","curl","231"
"2019-06-01 00:00:00","delphi","134"
"2019-06-01 00:00:00","fortran","78"
"2019-06-01 00:00:00","go","524"
"2019-06-01 00:00:00","groovy","217"
"2019-06-01 00:00:00","haskell","206"
"2019-06-01 00:00:00","java","9587"
"2019-06-01 00:00:00","javascript","14747"
"2019-06-01 00:00:00","julia","111"
"2019-06-01 00:00:00","kotlin","1114"
"2019-06-01 00:00:00","matlab","357"
"2019-06-01 00:00:00","objective-c","256"
"2019-06-01 00:00:00","pascal","3"
"2019-06-01 00:00:00","perl","235"
"2019-06-01 00:00:00","php","5986"
"2019-06-01 00:00:00","prolog","46"
"2019-06-01 00:00:00","python","17164"
"2019-06-01 00:00:00","r","3942"
"2019-06-01 00:00:00","ruby","701"
"2019-06-01 00:00:00","rust","289"
"2019-06-01 00:00:00","scala","765"
"2019-06-01 00:00:00","sql","3571"
"2019-06-01 00:00:00","typescript","2347"
"2019-07-01 00:00:00","ada","6"
"2019-07-01 00:00:00","assembly","187"
"2019-07-01 00:00:00","awk","220"
"2019-07-01 00:00:00","bash","1042"
"2019-07-01 00:00:00","basic","2"
"2019-07-01 00:00:00","c","1745"
"2019-07-01 00:00:00","c#","8412"
"2019-07-01 00:00:00","c++","4250"
"2019-07-01 00:00:00","clojure","58"
"2019-07-01 00:00:00","cobol","6"
"2019-07-01 00:00:00","coffeescript","9"
"2019-07-01 00:00:00","curl","233"
"2019-07-01 00:00:00","delphi","164"
"2019-07-01 00:00:00","fortran","86"
"2019-07-01 00:00:00","go","623"
"2019-07-01 00:00:00","groovy","177"
"2019-07-01 00:00:00","haskell","223"
"2019-07-01 00:00:00","java","10781"
"2019-07-01 00:00:00","javascript","16070"
"2019-07-01 00:00:00","julia","105"
"2019-07-01 00:00:00","kotlin","1277"
"2019-07-01 00:00:00","matlab","380"
"2019-07-01 00:00:00","objective-c","243"
"2019-07-01 00:00:00","pascal","7"
"2019-07-01 00:00:00","perl","236"
"2019-07-01 00:00:00","php","6630"
"2019-07-01 00:00:00","prolog","39"
"2019-07-01 00:00:00","python","19667"
"2019-07-01 00:00:00","r","4187"
"2019-07-01 00:00:00","ruby","757"
"2019-07-01 00:00:00","rust","296"
"2019-07-01 00:00:00","scala","842"
"2019-07-01 00:00:00","sql","4144"
"2019-07-01 00:00:00","typescript","2524"
"2019-08-01 00:00:00","ada","8"
"2019-08-01 00:00:00","assembly","166"
"2019-08-01 00:00:00","awk","197"
"2019-08-01 00:00:00","bash","952"
"2019-08-01 00:00:00","basic","2"
"2019-08-01 00:00:00","c","1539"
"2019-08-01 00:00:00","c#","7671"
"2019-08-01 00:00:00","c++","3266"
"2019-08-01 00:00:00","clojure","70"
"2019-08-01 00:00:00","cobol","9"
"2019-08-01 00:00:00","coffeescript","3"
"2019-08-01 00:00:00","curl","209"
"2019-08-01 00:00:00","delphi","174"
"2019-08-01 00:00:00","fortran","76"
"2019-08-01 00:00:00","go","628"
"2019-08-01 00:00:00","groovy","191"
"2019-08-01 00:00:00","haskell","208"
"2019-08-01 00:00:00","java","9040"
"2019-08-01 00:00:00","javascript","15151"
